AXES,BRANCH,OBS,REC,NOTE
TECHNO,Technologies used to develop the Solution,The startup does not employ a static code analysis tool.,"Sonarqube is a useful tool for verifying the quality of code during each commit, and it can also be used to establish startup coding standards by customizing sonarquist rules.",2.0
TECHNO,Technologies used to develop the Solution,A static code analysis tool is not utilized by the startup to analyze its code.,"By using sonarqube, it is possible to maintain consistent code quality during each commit and establish custom rules for coding standards during the startup.",2.0
TECHNO,Technologies used to develop the Solution,No tool for analyzing static code is used by the startup.,"To ensure code quality during each commit, sonarqube is a useful tool and can be customized to meet startup coding standards. Additionally, lint tools are essential during encoding time.",2.0
TECHNO,Technologies used to develop the Solution,The startup lacks a static code analysis tool.,"The use of sonarqube and other tools like it can ensure code quality checks at every commit, while also setting startup coding standards by customizing sondarquBE rules.",2.0
TECHNO,Technologies used to develop the Solution,There is no static code analysis tool being employed by the startup.,Check the quality of code at every commit using a sonarqube tool and implement startup coding standards by customizing sondarquhe rules. The importance of lint tools during drafting is still evident during this time.,2.0
TECHNO,Technologies used to develop the Solution,The startup did not provide enough detail about its code review practices and how it implements and uses unit tests,"Code reviews must be done at each commit and during merges,
using an appropriate tool that tracks comments. Unit tests should run on every commit and after merges",2.0
TECHNO,Technologies used to develop the Solution,The startup failed to provide sufficient information about its code review practices and unit testing methods.,A suitable tool for comment unit testing should be used to review code on every commit and during merges.,2.0
TECHNO,Technologies used to develop the Solution,"In terms of code review practices and unit testing implementation, the startup provided insufficient details.","To ensure accuracy, an appropriate tool that tracks comments unit tests should be run during each commit and after merges for code reviews.",2.0
TECHNO,Technologies used to develop the Solution,"Despite its efforts, the startup did not provide sufficient information about how it conducts code reviews and employs unit tests.",It is necessary to run code reviews during each commit and during merges with a suitable comment unit testing tool.,2.0
TECHNO,Technologies used to develop the Solution,"However, the startup did not provide enough information about its methods for code review and how it uses unit tests.",The use of an appropriate tool that tracks comments unit tests should be used to conduct code reviews at every commit and during merges.,2.0
TECHNO,Technologies used to develop the Solution,The startup did not disclose enough details about how it conducts code reviews and uses unit tests.,An appropriate tool that tracks comments unit tests should be used to review code at each commit and during merges.,2.0
TECHNO,"Infrastructure Technology, Integration Deployment and DevOps",The startup plans to set up a pipe CI/CD with a devops expert,"Accelerate integration and deployment automation. Use containerization technologies (like Docker
or Kubernetes). Implement system tests that should run as part of the CI/CD pipe",3.0
TECHNO,"Infrastructure Technology, Integration Deployment and DevOps",A devops expert will be tasked by the startup to establish a pipe ci dc connection.,"Streamline the integration and deployment automation process by using containerization technologies such as docker or kubernetes, which enable system testing within software clusters.",3.0
TECHNO,"Infrastructure Technology, Integration Deployment and DevOps",The startup is planning to establish a pipe ci dc with the assistance of sophisticated software development experts (devops) who will be responsible for its implementation.,Utilizing containerization technologies such as docker or kubernetes to automate integration and deployment automation is achieved through system tests within the ci cip pipes.,3.0
TECHNO,"Infrastructure Technology, Integration Deployment and DevOps",The company intends to install a pipe-based Ci/Cd system in collaboration with an IT professional in the field of devops.,"Containerization technologies such as docker or kubernetes are utilized to accelerate integration and deployment automation, with system tests being conducted as part of the ci cip line.",3.0
TECHNO,"Infrastructure Technology, Integration Deployment and DevOps",The business plans to establish a pipe ci cid with specialized devops support.,Use containerization technologies such as docker or kubernetes to automate integration and deployment automation by conducting system tests as part of the integrated circuit/digital communication (CIDP) infrastructure.,3.0
TECHNO,"Infrastructure Technology, Integration Deployment and DevOps",A devops expert will be working with the startup to establish a pipe ci and corresponding CC.,"To achieve faster integration and deployment automation, docker or kubernetes containerization technologies are used to conduct system testing as part of their infrastructure.",3.0
TECHNO,"Security, Availability and Performance",The startup carries out an automated backup of data by scripts in the format of a copy on an external hard disk or a hard disk available on the server.,Develop a data backup with a daily frequency on a separate server.,2.0
TECHNO,"Security, Availability and Performance",A backup of data is performed automatically by the startup using scripts in the form of a copy on either an external hard disk or if it is available on their server.,Maintain an on-adjacent data backup on a separate server every few days.,2.0
TECHNO,"Security, Availability and Performance",The startup creates backup scripts that store data in the format of a copy on either an external hard disk or if it is available on DDFS.,Develop daily backups on a separate server.,2.0
TECHNO,"Security, Availability and Performance",Backups are performed automatically by the startup using scripts in the form of a copy on either an external hard disk or if it is available on DDFS.,Create a daily backup plan on dilbert's own server.,2.0
TECHNO,"Security, Availability and Performance",The initial stage involves the execution of a script that creates reversible backups of data in the form of copies on either an external hard disk or if the hard drive is accessible on the server.,Make sure to maintain a daily data backup on specialized servers.,2.0
TECHNO,"Security, Availability and Performance","An automated backup of data is performed on startup using scripts in the form of a copy on either an external hard disk or if it is available on DDFS, which are written on DDR.",Establish a data backup routine every day on specialized servers.,2.0
TECHNO,"Security, Availability and Performance","The startup requires a password of at least 6 characters, special characters and capital letters, which are not sufficient for password security","A good password must contain at least 8 characters. To guarantee complexity, the password must be composed of characters belonging to 4 different categories: Maximum connection attempts of 3 to 5 times/ Account lockout after user logout must be after maximum 1800 seconds/ Password lifetime must be between 30 days and 90 days/ Password logging is a maximum of 6 times.",2.0
TECHNO,"Security, Availability and Performance","To ensure password security, the startup requires a password that includes at least 6 special characters and capital letters.","To ensure security, a password must have at least 8 characters, with the password being composed of 4 different categories. It should be possible to lock accounts 3 to 5 times every time after logging out before reaching an 1800-second limit. The password's lifetime spans between 30 days and 90 days, and it is recommended that users log in more than 6 times for each password.",2.0
TECHNO,"Security, Availability and Performance","The startup requires a password that is at least 6 characters long, including capital letters, but this is inadequate for password protection.","A password of at least 8 characters is a must-have to ensure its complexity. It should be composed of four distinct categories of characters. The maximum number of connection attempts required after user logout was 1800 seconds. To ensure the password's complexity, there must be at most 6 times password logging attempts.",2.0
TECHNO,"Security, Availability and Performance","A password of at least 6 special characters and capital letters is required by the startup, but it's not enough for security purposes.","The complexity of a password should be ensured by at least 8 characters, with the password being composed of four different categories. Additionally, there must be no more than 3 to 5 times account lockout attempts after user logout and at maximum 1800 seconds in duration throughout the entire password's lifetime between 30 days up to 90 days.",2.0
TECHNO,"Security, Availability and Performance","Despite the need for password security, startups must provide a password with at least 6 special characters and capital letters.","For a good password to ensure complexity, it must have at least 8 characters, with the password being made up of 4 different categories. The maximum number of connection attempts required after user logout was 1800 seconds or more should be 3 to 5 times longer. Additionally, security measures were designed to monitor usage between 30 days and 90days.",2.0
TECHNO,"Security, Availability and Performance","For the purpose of password security, a minimum of 6 special characters and capital letters are required by the startup.","To guarantee the security of a password, it is necessary to have at least 8 characters, with each character belonging to varying category names and number of connections. The maximum number or frequency of connection attempts for account lockout after user logout is between 1800 seconds; during the lifetime of the pass (from 30-days to 90 days) only 6 times must be recorded.",2.0
TECHNO,Technologies used to develop the Solution,The Hardware part is well developed but the startup did not provide information on its software development practices,"A good use of Git by implementing a “Trunk Based” division of branches. Code unit tests in the code to be executed for each
commit. Implement a “Code Review” process using the
right tool integrated with the IDE to check the quality
of the code during each commit. Use a static code analysis tool such as SonarQube.",4.0
TECHNO,Technologies used to develop the Solution,"Although the hardware is well-developed, the startup did not disclose its software development practices.","Utilizing a trunk-based division of branches, code unit tests are integrated into the code to ensure commits. A code review process is used with the appropriate tool, which is integrated with an IDE for quality control testing. Additionally, users can use sonarqube or another static code analysis tool to analyze the changes made by the application.",4.0
TECHNO,Technologies used to develop the Solution,"The startup did not disclose the software development practices of its hardware, despite having a well-developed infrastructure.","Implement a trunk-based division of branches, code unit tests, and recurrent testing in the code to ensure commits.",4.0
TECHNO,Technologies used to develop the Solution,"While the startup acknowledged the hardware part's proficiency, it did not disclose its software development practices.","The best way to utilize git is by implementing a trunk-based division of branches, code unit tests, and incorporating coding review using an integrated tool to evaluate code quality during commits.",4.0
TECHNO,Technologies used to develop the Solution,The startup admitted to having a well-developed hardware component but did not disclose any information about its software development practices.,"To optimize git usage, utilize a trunk-based division of branches for code unit tests. Additionally, integrate coding review using an integrated tool to evaluate the quality of code during commits, and employ ethical static code analysis tools like sonarqube or similar tools.",4.0
TECHNO,Technologies used to develop the Solution,"Despite having a well-developed hardware, the startup was silent about its software development methods.","Git is a useful tool that employs coding techniques such as trunk branch division, code unit tests, and integrating git with IDE code review tools for quality check of code during commits.",4.0
TECHNO,Technologies used to develop the Solution,Frontend: Angular 10.2.2 / TypeScript 4.0.5 Backend: SpringBoot 2.3.4 / Java 11 Dart: 2.17.1,You must regularly migrate to the latest stable version of technology (eg Angular 13) to reduce and split the technical debt.,4.0
TECHNO,Technologies used to develop the Solution,"In the frontend, you can use angular code in 10 2 2, as well as typescript 4 0 5 and Java 11 with springboot 2 3 and dart 2 17 1 for backend.","Keeping up with the latest stable technology, such as Anguilla 13, is essential to reduce and share the technical debt.",4.0
TECHNO,Technologies used to develop the Solution,The backend is a combination of springboot 2 3 4 java 11 dart 2 17 1 and the frontend uses angular.,"To reduce and divide the technical debt, it is necessary to regularly switch to the latest stable technology version like Angula 13 to share the cost.",4.0
TECHNO,Technologies used to develop the Solution,A frontend code base based on the angular 10 2 2 typescript 4 0 5 backend is springboot 2 3 4 Java 11 dart 2 17 1?,"The requirement for regularly updating to the latest stable technology, like Anguilla 13, is a necessary step towards reducing and sharing technical debt.",4.0
TECHNO,Technologies used to develop the Solution,Backend programming language: springboot 2 3 4 java 11 dart 2 17 1 frontend 10 2 2 typescript 4 5,"Maintaining a consistent upgrade to the latest stable technology, such as Anguilla 13, is essential to alleviate and divide the technical debt burden.",4.0
TECHNO,Technologies used to develop the Solution,Angular 10 2 2 and typescript 4 1 5 with springboot2 3 4. Java 11 2 17 1,"It is necessary to regularly update one's system to the latest stable version of technology, such as Anguilla 13, in order to reduce and divide the technical debt.",4.0
TECHNO,Technologies used to develop the Solution,The startup does not use a microservice architecture,The startup can move towards a microservice architecture.,4.0
TECHNO,Technologies used to develop the Solution,The startup does not employ a microservice architecture.,The startup has the option to transition to a microservice architecture.,4.0
TECHNO,Technologies used to develop the Solution,A microservice architecture is not employed by the startup.,A microservice architecture can be adopted by the startup.,4.0
TECHNO,Technologies used to develop the Solution,The startup is not utilizing a microservice architecture.,It is possible for the startup to transition to a microservice architecture.,4.0
TECHNO,Technologies used to develop the Solution,There is no microservice architecture utilized by the startup at all.,This allows the startup to move towards a microservice architecture.,4.0
TECHNO,Technologies used to develop the Solution,"Despite the use of microservices, the startup does not implement a microarchitecture.",The startup can shift to a microservice architecture.,4.0
TECHNO,Technologies used to develop the Solution,Automatic tests are launched with each deployment on the test server,Developers will need to detect if a unit test fails before committing their work.,4.0
TECHNO,Technologies used to develop the Solution,"With every deployment of the test server, automatic testing is initiated.",It is necessary for developers to identify any issues with a unit test before continuing with development.,4.0
TECHNO,Technologies used to develop the Solution,The test server automatically initiates automatic tests upon deployment.,Developers must be aware of any issues with a unit test before continuing with development.,4.0
TECHNO,Technologies used to develop the Solution,Every deployment on the test server is accompanied by automatic testing.,The failure of a unit test is something that developers must be aware of and fix before starting their work.,4.0
TECHNO,Technologies used to develop the Solution,"Upon deployment, automatic tests are automatically started on the test server.",Identify the likelihood of a unit test failing before developers begin working on something.,4.0
TECHNO,Technologies used to develop the Solution,Each deployment of a system on the test server leads to automatic testing.,"Before committing their work, developers must identify any issues with unit tests.",4.0
TECHNO,"Infrastructure, Integration and Deployment Technology and DevOps",The startup has a test environment and a prod environment.,Consider a staging / preprod environment,5.0
TECHNO,"Infrastructure, Integration and Deployment Technology and DevOps",A test environment and a prod environment are present within the startup.,Observe the characteristics of a staging preprod environment.,5.0
TECHNO,"Infrastructure, Integration and Deployment Technology and DevOps",Both a test environment and pd environment are present within the startup.,Take into account a preprod environment for staging.,5.0
TECHNO,"Infrastructure, Integration and Deployment Technology and DevOps",The startup has a test environment and commissioned prod environment.,Consider a preprod staging environment.,5.0
TECHNO,"Infrastructure, Integration and Deployment Technology and DevOps","In addition, the startup has set up a test environment and commissioned sanitized prod environment.",Evaluate a staging environment with preprods.,5.0
TECHNO,"Infrastructure, Integration and Deployment Technology and DevOps",The startup possesses both a test environment and sanitized production environment.,Give consideration to a preparation rod environment.,5.0
TECHNO,"Security, Availability and Performance","The start-up requires a password of at least 6 characters when creating a new account. Passwords are encrypted and stored in the database with the addition
of 2 characters to ensure their security. This is not aligned with best
practices related to passwords.","Align with good practices related to passwords, in particular: - A good password must contain at least 8 characters - To guarantee complexity, the password must be composed of characters from 4 different categories. Maximum connection attempts of 3 to 5 times. Account lockout after user is logged out after maximum 1800 seconds. Password lifetime between 30 days and 90 days. Password logging is 6 times",4.0
TECHNO,"Security, Availability and Performance","The creation of new accounts necessitates a password with at least 6 characters. To ensure security, the passwords are encrypted and stored in the database with only 2 characters, which is not in line with current password management best practices.","To ensure complexity, a password must adhere to good practices related to passwords, including having at least 8 characters. The password should be composed of characters from four different categories, with maximum connection attempts of 3 to 5 times before the user is logged out after an extension of 1800 seconds.",4.0
TECHNO,"Security, Availability and Performance","When creating a new account, passwords are required to be at least 6 characters long and these must be stored in the database with 2 characters added to ensure security; this goes against best practices related to password protection.","A good password must adhere to certain password guidelines, including the requirement that it must contain at least 8 characters to guarantee complexity. The password should be composed of eight characters from four different categories, with a maximum of five connection attempts and fewer than 1800 seconds for each user's account lockout.",4.0
TECHNO,"Security, Availability and Performance","During the start-up process, passwords must be at least 6 characters in length. To ensure security during the creation of new accounts, encrypted password files are stored in the database with 2 extra characters, and this is contrary to industry standards.","Compatibility with password-related good practices is a prerequisite for obtaining 'a good, complex password that must consist of at least 8 characters and contains 4 different categories of characters. The password must be composed of 3 to 5 times account lockout attempts after user logging out after maximum 1800 seconds.",4.0
TECHNO,"Security, Availability and Performance","To ensure security, new account passwords are encrypted and stored in the database with a minimum of 2 characters, while requiring ideally 6 characters at the start of the process.","Consistent with appropriate password practices, a strong password must contain at least 8 characters to ensure complexity. The password should be composed of 8 or more characters from four distinct categories, with maximum connection attempts of 3 to 5 times account lockout after user logging out after maximum 1800 seconds and lifetime of 6 months through password loggerlogging.",4.0
TECHNO,"Security, Availability and Performance","For a start-up, the password must be at least 6 characters long. When creating new accounts, these numbers are encrypted and stored in the database with an additional 2 characters to ensure security, which goes against best practices related specifically to passwords for secure account creation.","In accordance with legitimate guidelines concerning passwords, particularly in terms of complexity, a good password must consist of at least 8 characters, including those from four different categories. The password should be used on at minimum connection attempts of 3 to 5 times account lockout after the user is logged out after maximum 1800 seconds; and it should also be done by 6 times password logging for 30 days to 90 days.",4.0
TECHNO,"Security, Availability and Performance",The start-up backs up the data locally on a PC that is not connected. A project to back up customer data on a separate server in Read-Only mode in Tunisia is being developed.,No recommendation at this level,4.0
TECHNO,"Security, Availability and Performance","The development of a project in Tunisia involves the use of an unconnected PC to store customer data on specialized servers in read only mode, while the start up is also working on this.",There is no suggestion at this level.,4.0
TECHNO,"Security, Availability and Performance","A project in Tunisia is being developed to create a backup of customer data on specialized servers, with the option of using an external PC for local backup.",I have not received any advice at this juncture.,4.0
TECHNO,"Security, Availability and Performance","The development of a start-up in Tunisia is working on storing data on an unconnected PC locally, with the aim of backing up customer information on another server in read only mode.",This level does not warrant any recommendations.,4.0
TECHNO,"Security, Availability and Performance","In tunisia, a project is being developed to create securing customer data on specialized servers in read only mode by backing up locally stored data from an unconnected PC.",No suggestion is given for this kind of level.,4.0
TECHNO,"Security, Availability and Performance","In Tunisia, a start-up is developing specialized techniques to back up customer data on secluded servers in read only mode by backing up localized data from an unconnected PC.",There are no recommendations available at this stage.,4.0
TECHNO,"Security, Availability and Performance",md5 passwords can be cracked from rainbow attack. They also present a risk of possible collisions,Use SHA-256 or better instead of MD5,4.0
TECHNO,"Security, Availability and Performance","The use of md5 passwords can be exploited through the rainbow attack, which poses a risk of collisions.",Opt for sha 256 or higher to replace md5.,4.0
TECHNO,"Security, Availability and Performance","Despite the potential of rainbow attacks, there are still some ways to crack md5 passwords without risking collisions.",Use sha 256 or higher when replacing md5.,4.0
TECHNO,"Security, Availability and Performance",The potential for collisions and the risk of cracking md5 passwords are both present in the rainbow attack.,Shift to sha 256 or better when using md5.,4.0
TECHNO,"Security, Availability and Performance","While a rainbow attack can cause collisions, it also allows for the hacking of md5 passwords.",Switch to sha 256 or more from the md5.,4.0
TECHNO,"Security, Availability and Performance","Risorgy attacks are a risk to the security of md5 passwords, as collisions can be made without warning.","Alternatively, use sha 16-bit or higher instead of md5.",4.0
TECHNO,Technologies used to develop the Solution,"Recent technology and compliant with recommendations (MEAN Stack and
Flutter). 3D and Advanced
Algorithms. Microservices
Architecture. Unit Testing. Some additional optimizations are still
possible.","Use in addition static code analysis tools such as SonarQube and Lint. Constantly update technologies by migrating to the latest stable version to reduce
and fragment technical debt (for example: consider/plan to move from Angular v12 to
13 and from Node v14 to 16). Unit tests must be executed at each commit. Also include E2E tests already
developed in the continuous integration pipe. It is possible to improve the technical documentation. Consider serverless technology for backed as a possible alternative (especially
when volumes become more significant).",5.0
TECHNO,Technologies used to develop the Solution,"Compliant with recommendations, modern technology and advanced algorithms in stack and flutter 3d, along with microservices architecture unit testing, additional optimizations are still possible.",Moving to the latest stable version of technologies and using static code analysis tools like sonarqube and lint can help reduce technical debt by automating the process.,5.0
TECHNO,Technologies used to develop the Solution,"Despite compliance with recommendations, it is still possible to implement additional optimizations in the context of modern technology and advanced algorithms for microservices architecture unit testing, while also using stack and flutter 3d technologies.","To reduce technical debt and improve documentation, it is recommended to use static code analysis tools like sonarqube and lint or migrate to the latest stable version while keeping technology up-to-date. This can be achieved by performing unit tests at each commit, including e2e tests already developed in the continuous integration pipe, and considering serverless technology as an alternative to using Fedora when volumes become more significant.",5.0
TECHNO,Technologies used to develop the Solution,"Based on modern technology and recommendations, which include the use of stack and flutter 3d algorithms, advanced algorithms in microservices architecture unit testing, there are still potential for further optimizations.","By utilizing additional static code analysis tools like sonarqube and lint, technical debt can be reduced and technical expenses can reduce. For instance, moving from angular v12 to 13 and node cse to 16 requires unit tests to be executed at each commit, as well as e2e tests already developed in the continuous integration pipe.",5.0
TECHNO,Technologies used to develop the Solution,"The use of modern technology and recommendations, including stack and flutter 3d, advanced algorithms, microservices architecture unit testing, and further optimization opportunities remain.","Besides employing static code analysis tools such as sonarqube and lint, technical debt can be reduced by migrating to the most recent stable version of the platform. This may involve automating unit tests at each commit, including e2e tests already developed in the continuous integration pipe, which could improve technical documentation.",5.0
TECHNO,Technologies used to develop the Solution,"Compliant with recommendations, recent technology and advanced algorithms, including stacks and flutter 3d architecture, microservices architecture unit testing, and additional optimizations, it is still possible to achieve significant improvements.","Incorporating additional static code analysis tools like sonarqube and lint into the stack is an effective way to decrease technical debt and fragment existing ones. This can be achieved by migrating to the most recent stable version of the platform, such as moving from angular v12 to 13 and automating unit tests at each commit, while also adding e2e tests already developed in the continuous integration pipe to enhance technical documentation.",5.0
TECHNO,"Infrastructure, Integration and Deployment and Devops Technology","The startup already uses containerization and orchestration technologies. The startup uses Devops technologies (Pipes CI/CD). The startup has set up the different recommended types of
environments",Update infrastructure capacity and set up horizontal scalability as soon as volumes justify it (after deployment to the next few customers),5.5
TECHNO,"Infrastructure, Integration and Deployment and Devops Technology","Containerization and orchestration technologies are already in use at the startup, along with pipes, CI cd, and various recommended environments.","Upon deployment to the next few customers, update infrastructure capacity and establish horizontal scalability as soon as it becomes necessary.",5.5
TECHNO,"Infrastructure, Integration and Deployment and Devops Technology","The startup has already implemented containerization and orchestration technologies, utilized devops technologies pipes, CI cd, and established the recommended environment types.",Updating infrastructure capacity and enabling horizontal scalability as soon as it is deemed necessary after being deployed to the following customers.,5.5
TECHNO,"Infrastructure, Integration and Deployment and Devops Technology","Containerization and orchestration technologies have been employed by the startup, along with devops technologies pipes, Ci cd, and various environment types.","Once infrastructure capacity is up-to-date and deployment is feasible to the next few customers, it is crucial to establish horizontal scalability.",5.5
TECHNO,"Infrastructure, Integration and Deployment and Devops Technology","Devops technologies, pipes, CI cd and various recommended environments are already being used by the startup with containerization/ordination technologies.","When deployment to the next set of customers is feasible, update infrastructure capacity and establish horizontal scalability.",5.5
TECHNO,"Infrastructure, Integration and Deployment and Devops Technology","The startup is utilizing containerization and orchestration technologies, while pipes, CICDs, and other recommended environments have already been established.","After deploying to the following customers, ensure that infrastructure capacity is updated and horizontal scalability becomes available.",5.5
TECHNO,"Security, Availability and Performance","The startup has implemented several security -related mechanisms : Auth2/ JWT/ Password hashing bcrypt/ All vps are secured using
PKIs RSA256. est practices related to passwords are not taken into consideration by
the start-up when creating a new account. The start-up makes a manual backup on a separate server with a nonrecurring frequency.","A good password must contain at least 8 characters. To guarantee
complexity, the password must be composed of characters with 4 different
categories. Maximum connection attempts of 3 to 5 times. Account lockout after user is logged out after maximum 1800
seconds. Password lifetime between 30 days and 90 days. Password logging is 6 times. NB: However, consider a compromise between security
considerations and UX considerations if necessary. We recommend performing an automated data backup with a daily frequency
on a separate server.",3.5
TECHNO,"Security, Availability and Performance","Several security-related measures have been implemented by the startup, such as auth2 jwt password hashing and bcrypt. The startup ensures that its VPNs are protected using pkis rsa256 est practices while creating new accounts or makes manual backups on a separate server with recurring backup schedules.","The password should be well-crafted, containing at least 8 characters and featuring four distinct categories. It can result in 3 to 5 times account lockout attempts after user logging out after an 1800 seconds. The security of the password must be balanced with security considerations when performing data backups on a separate server every day.",3.5
TECHNO,"Security, Availability and Performance","The startup has implemented various security measures, including auth2 jwt password hashing and bcrypting. They do not consider password-related practices when creating a new account and instead create yearly manual backups on specialized servers with limited frequency.","A password must have at least 8 characters to guarantee its complexity, with four distinct categories and a maximum of 5 to 6 attempts during login attempts. The password can last from 30 to 90 days in nb, but it should be logged as 6 times NB.",3.5
TECHNO,"Security, Availability and Performance","PKIS rsa256 est password security practices are not taken into account by the startup when creating a new account, and they maintain archiving on specialized servers with limited backup options.","To ensure security and compliance, a password must have at least 8 characters. The password should be structured with 4 different categories, making it possible to connect the user 3 to 5 times before their account locks out after an average of 1800 seconds. Password logging is 6 times Nb over ten years.",3.5
TECHNO,"Security, Availability and Performance","The startup has implemented multiple security measures such as auth2 jwt password hacking, bcryption, and password protection. They do not consider password-related practices when creating a new account and instead make recurring manual backups on specialized servers.","For a password to be considered complex, it must have at least 8 characters, with 4 different categories. The password should also have multiple connection attempts of 3 to 5 times the number of seconds that user is logged out after reaching maximum 1800 seconds. Password loglogging can extend from 30 days to 90 days, but we recommend balancing backups on resiliency plans and data backup by using an automated data recovery method instead of physical backup for security reasons.",3.5
TECHNO,"Security, Availability and Performance","A number of security-related tools have been implemented by the startup, including auth2 jwt password hashing and Bcrypt. The startup is not taking into account password practices when creating a new account and instead makes yearly manual backups on specialized servers with limited frequency.","To guarantee a password's level of complexity, it must have fewer than 8 characters and allow for four distinct category connections. The password should be attempted 3 to 5 times before the user is locked out after logging out at least once. However, while maintaining X-factor authentication can help with security concerns, we suggest using an automated data backup solution on db or DMP via separate servers.",3.5
TECHNO,Technologies used to develop the Solution,Planned or ongoing migration to .NET Core,"Accelerate migration to .NET Core. Manual use of AJAX with native JavaScript is discouraged, use Blazor or Angular or React",3.0
TECHNO,Technologies used to develop the Solution,Is the migration to the net core a planned or ongoing process?,"The use of blazor, angular, or react is not recommended for the manual migration to the net core using ajax with native javascript.",3.0
TECHNO,Technologies used to develop the Solution,The migration to the net core can be scheduled or is in progress.,"It is not recommended to manually migrate to the net core using ajax with native javascript and instead use tools like Blazor, Angular, or React.",3.0
TECHNO,Technologies used to develop the Solution,A planned or ongoing migration to the net core is possible.,"Avoid using blazor, angular, or react when manually migrating to the net core with Javascript.",3.0
TECHNO,Technologies used to develop the Solution,"Whether on a scheduled or ongoing basis, the migration to the net core is possible.","Ignoring the manual use of ajax with native Javascript through Blazor, Angular, or React is not recommended when accelerating the migration to the net core.",3.0
TECHNO,Technologies used to develop the Solution,Either on- or offline migration to the net core is possible.,"Reducing manual migration to the net core with ajax natively using javascript is not recommended and should be avoided through use of tools like Blazor, Angular, or React.",3.0
TECHNO,Technologies used to develop the Solution,Startup implements data visualization (BI) using amchart 5,"Depending on the volume, separate the transactional database from the database used by BI. Prefer a technology that copies data in near real-time (like SQL Server AlwaysON). In a second phase, if necessary, structure the data in an optimized way for BI (Data warehouse)",3.0
TECHNO,Technologies used to develop the Solution,A startup implements data visualization using amchart 5 in a collaborative manner.,"The volume of the data requires a distinction between the transactional database and the bi data warehouse technology. If necessary, SQL Server alwayson or other similar technology should be used to replicate data in an optimized manner for bi-data warehouses.",3.0
TECHNO,Technologies used to develop the Solution,The use of amchart 5 for data visualization is being implemented by a startup.,"Depending on the volume, bi data warehouses use technology such as SQL Server's ""stain-to-reality"" replication to optimize data storage and processing.",3.0
TECHNO,Technologies used to develop the Solution,"Utilizing amchart 5 for data visualization, startup showcases its skills.","Depending on the volume, it is possible to separate the transactional database from the database used by other businesses. If you want to use technology like SQL Server alwayson in a second phase, consider structuring the data in an optimized way for bi data warehouse.",3.0
TECHNO,Technologies used to develop the Solution,Amchart 5 is utilized by a startup to display data visualization.,"Bi data warehouse uses a technology like SQL Server that replicates data in real time, while also segmenting the transactional database according to volume and optimizing data for bi data visualization.",3.0
TECHNO,Technologies used to develop the Solution,An Amchart 5 is utilized by a startup for data visualization with mixed methods.,The volume that separates the transactional database from its user's database is determined by whether the bi data warehouse uses a technology such as SQL Server with parallel replication or other optimized methods to store information optimally.,3.0
TECHNO,Technologies used to develop the Solution,The startup uses a branch of dev in TFS and occasionally a test branch,"Optimize flows on the repository: Branch(es) of dev, test, preprod/staging and prod with a “Tunk Based” architecture",3.0
TECHNO,Technologies used to develop the Solution,"A branch of dev is employed by the startup in tfs, with some instances of a test branch.",Utilize a Tunk-based architecture to optimize flows on the repository branch es of dev test preprod staging and prod.,3.0
TECHNO,Technologies used to develop the Solution,"In tfs, startups have a branch of dev and sometimes test branches.",Optimize the flow of flows on the repository branch es of staging and prod using a Tunk-based architecture.,3.0
TECHNO,Technologies used to develop the Solution,TFFS is used by the startup to create a dev branch and occasionally use tfs as 'test' branch.,Use a Tunk-based architecture to optimize flows on the repository branch es of staging and prod using Tradostating and Prerod.,3.0
TECHNO,Technologies used to develop the Solution,TFS is used by the startup to create a dev branch and occasionally use tfs as 'test' branch.,"To optimize the flows on the repository branch es of staging and prod using Tunk-based architecture, one can use it.",3.0
TECHNO,Technologies used to develop the Solution,The startup employs a dev branch and occasionally reverts to tfs as if it were based on 'test branch'.,Employ tunk-based architecture to optimize flows on the repository branch es of dev test preprod staging and prod.,3.0
TECHNO,Technologies used to develop the Solution,The mobile app uses a separate backend,Avoid code duplication and maximize reusability if this is not already the case,3.0
TECHNO,Technologies used to develop the Solution,A distinct backend is utilized for the mobile app.,"If not, it's best to avoid duplicating code and make the most of reuse.",3.0
TECHNO,Technologies used to develop the Solution,The backend of the mobile app is distinct.,"In the event that it is not already there, ensure that the code is reused without any issues and avoid duplication.",3.0
TECHNO,Technologies used to develop the Solution,The mobile app employs a distinct backend that is separate from the main back end.,Avoid duplicating code and ensure its reuse if possible.,3.0
TECHNO,Technologies used to develop the Solution,Different backends are used for a mobile app.,Refrain from duplicating code and ensure reuse if this condition does not exist.,3.0
TECHNO,Technologies used to develop the Solution,A separate backend is employed by the mobile application to function.,"If not already there, avoid duplicating code and ensure reuse.",3.0
TECHNO,Technologies used to develop the Solution,Web architecture is classic (not microservice),Take advantage of the migration to .NET Core to move towards a uniform microservice architecture,3.0
TECHNO,Technologies used to develop the Solution,"Microservices are not part of web architecture, which is a classic.",Take advantage of the shift to net core for a more uniform microservice architecture.,3.0
TECHNO,Technologies used to develop the Solution,"The domain of web architecture is not characterized by microservices, unlike traditional architecture.",Utilize the opportunity to move to net core and adopt a uniform microservice architecture.,3.0
TECHNO,Technologies used to develop the Solution,"Web architecture is not a microservices platform, and it falls under the category of classic.",Profit from the shift to net core to transition to a consistent microservice architecture.,3.0
TECHNO,Technologies used to develop the Solution,"Microservices are not a part of web architecture, which is considered classic.","Use the transition to net core as a chance to adopt 'one big, one done,’ architecture by moving towards.",3.0
